crop_name,grade,quantity_kg,month,region,base_price,perishability,demand_index,fair_price_kg,listing_price_kg,is_sold,days_to_sell
Green Chilli,B,3971.7,10,"Anand, Gujarat",55.0,0.7,1.02,47.48,58.85,0,25
Rice,C,3215.3,1,"Guntur, Andhra Pradesh",48.0,0.05,1.19,43.68,54.2,0,25
Potato,B,675.9,9,"Ludhiana, Punjab",20.0,0.2,1.02,21.87,24.8,0,25
Potato,C,2328.9,11,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.1,18.92,22.42,0,25
Potato,B,418.4,2,"Bengaluru, Karnataka",20.0,0.2,1.12,16.16,17.8,0,25
Cabbage,A,2844.9,10,"Nashik, Maharashtra",18.0,0.6,1.36,23.73,27.22,0,25
Potato,B,996.9,3,"Ludhiana, Punjab",20.0,0.2,1.35,18.38,17.81,1,5
Rice,C,2654.1,5,"Guntur, Andhra Pradesh",48.0,0.05,1.04,43.11,47.65,0,25
Cabbage,A,3712.4,8,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,0.96,20.41,18.51,1,3
Potato,A,3386.3,8,"Koyambedu, Chennai, Tamil Nadu",20.0,0.2,1.36,26.68,31.17,0,25
Brinjal,A,351.4,11,"Indore, Madhya Pradesh",22.0,0.75,1.24,22.98,22.98,1,4
Maize,B,1230.1,3,"Anand, Gujarat",23.0,0.1,1.35,24.54,29.25,0,25
Onion,B,3979.9,8,"Ludhiana, Punjab",28.0,0.3,1.2,24.38,20.77,1,4
Wheat,A,166.7,10,"Bengaluru, Karnataka",30.0,0.05,0.91,38.06,45.55,0,25
Onion,A,597.3,6,"Nashik, Maharashtra",28.0,0.3,0.94,32.27,36.36,0,25
Potato,B,837.0,8,"Pune, Maharashtra",20.0,0.2,0.95,20.73,21.49,1,7
Brinjal,C,1037.9,4,"Guntur, Andhra Pradesh",22.0,0.75,1.0,16.43,19.53,0,25
Groundnut,B,2355.4,2,"Guntur, Andhra Pradesh",72.0,0.1,1.28,72.69,89.52,0,25
Carrot,B,2405.5,7,"Indore, Madhya Pradesh",34.0,0.5,1.04,37.78,36.93,1,3
Brinjal,B,1444.0,10,"Bengaluru, Karnataka",22.0,0.75,1.35,22.99,27.72,0,25
Cauliflower,B,2435.3,5,"Guntur, Andhra Pradesh",26.0,0.8,1.34,24.56,30.21,0,25
Cauliflower,B,502.9,1,"Guntur, Andhra Pradesh",26.0,0.8,1.3,21.94,20.8,1,3
Green Chilli,B,533.1,6,"Anand, Gujarat",55.0,0.7,1.06,49.18,42.02,1,3
Carrot,C,2268.5,4,"Ludhiana, Punjab",34.0,0.5,1.09,26.18,23.33,1,3
Cabbage,C,3576.0,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.11,15.37,17.71,0,25
Green Chilli,B,246.2,4,"Bengaluru, Karnataka",55.0,0.7,1.15,72.52,65.1,1,4
Cabbage,B,2326.8,4,"Guntur, Andhra Pradesh",18.0,0.6,1.04,18.43,20.41,0,25
Cotton,C,1173.2,8,"Nashik, Maharashtra",70.0,0.05,1.32,56.33,68.57,0,25
Tomato,B,1906.1,2,"Nashik, Maharashtra",24.0,0.85,1.31,24.44,24.83,1,4
Green Chilli,B,2248.0,2,"Guntur, Andhra Pradesh",55.0,0.7,1.06,50.14,56.59,0,25
Carrot,B,3753.9,6,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,0.95,33.34,31.33,1,6
Potato,A,2910.8,12,"Ludhiana, Punjab",20.0,0.2,1.01,24.31,28.56,0,25
Cotton,C,3478.7,12,"Nashik, Maharashtra",70.0,0.05,1.03,50.08,58.29,0,25
Onion,A,1091.7,2,"Pune, Maharashtra",28.0,0.3,1.24,30.69,34.66,0,25
Maize,A,548.8,2,"Indore, Madhya Pradesh",23.0,0.1,1.33,27.07,31.16,0,25
Maize,B,533.4,11,"Indore, Madhya Pradesh",23.0,0.1,1.16,22.11,27.43,0,25
Green Chilli,C,412.6,4,"Indore, Madhya Pradesh",55.0,0.7,1.28,45.95,52.13,0,25
Green Chilli,C,2606.2,11,"Bengaluru, Karnataka",55.0,0.7,1.33,54.51,57.12,1,4
Soybean,A,792.3,7,"Indore, Madhya Pradesh",46.0,0.1,0.95,50.89,47.5,1,5
Cauliflower,C,2848.6,5,"Ludhiana, Punjab",26.0,0.8,1.23,23.12,20.85,1,6
Brinjal,B,792.4,7,"Bengaluru, Karnataka",22.0,0.75,1.04,24.46,22.4,1,3
Cotton,C,1870.8,3,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,0.95,64.39,66.6,1,4
Carrot,C,1099.0,6,"Indore, Madhya Pradesh",34.0,0.5,1.36,31.49,27.83,1,4
Potato,B,1368.3,9,"Guntur, Andhra Pradesh",20.0,0.2,1.12,20.55,20.61,1,8
Rice,B,747.7,7,"Bengaluru, Karnataka",48.0,0.05,1.04,56.2,61.43,0,25
Cauliflower,B,247.0,11,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.02,25.1,30.32,0,25
Cabbage,B,2151.9,2,"Bengaluru, Karnataka",18.0,0.6,1.04,16.93,20.37,0,25
Groundnut,C,1601.9,7,"Guntur, Andhra Pradesh",72.0,0.1,1.01,64.85,67.97,1,3
Rice,B,2405.4,12,"Pune, Maharashtra",48.0,0.05,1.27,40.44,35.9,1,4
Groundnut,C,1256.0,12,"Indore, Madhya Pradesh",72.0,0.1,1.35,53.67,47.11,1,2
Maize,B,2680.8,1,"Anand, Gujarat",23.0,0.1,1.11,24.67,21.18,1,6
Maize,A,3053.0,11,"Anand, Gujarat",23.0,0.1,0.9,24.35,20.71,1,5
Carrot,A,2290.7,1,"Nashik, Maharashtra",34.0,0.5,1.4,37.2,44.05,0,25
Cauliflower,C,3112.3,3,"Anand, Gujarat",26.0,0.8,0.95,22.26,23.29,1,4
Cauliflower,B,1488.9,5,"Indore, Madhya Pradesh",26.0,0.8,0.91,22.36,22.16,1,6
Maize,C,1116.3,2,"Indore, Madhya Pradesh",23.0,0.1,1.16,19.67,19.95,1,3
Potato,B,1015.3,1,"Indore, Madhya Pradesh",20.0,0.2,1.27,16.68,20.67,0,25
Green Chilli,A,3686.6,4,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.09,73.52,80.93,0,25
Cauliflower,B,3645.8,5,"Anand, Gujarat",26.0,0.8,1.07,27.61,27.13,1,5
Wheat,B,2339.1,1,"Bengaluru, Karnataka",30.0,0.05,1.25,35.6,41.59,0,25
Cabbage,B,3879.4,2,"Pune, Maharashtra",18.0,0.6,1.15,14.9,16.75,0,25
Carrot,C,3868.4,9,"Anand, Gujarat",34.0,0.5,1.21,28.76,27.76,1,6
Tomato,B,1167.9,4,"Nashik, Maharashtra",24.0,0.85,1.2,22.82,19.88,1,3
Brinjal,B,1043.2,1,"Nashik, Maharashtra",22.0,0.75,1.08,21.77,24.3,0,25
Sugarcane,C,2867.1,2,"Anand, Gujarat",4.5,0.4,0.97,3.29,3.76,0,25
Brinjal,C,914.5,5,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.14,19.08,21.08,0,25
Brinjal,B,3684.8,5,"Koyambedu, Chennai, Tamil Nadu",22.0,0.75,1.2,27.89,25.64,1,4
Maize,B,3082.3,11,"Anand, Gujarat",23.0,0.1,1.03,22.02,21.4,1,4
Maize,C,774.3,9,"Indore, Madhya Pradesh",23.0,0.1,1.29,17.37,20.56,0,25
Onion,A,1287.4,12,"Indore, Madhya Pradesh",28.0,0.3,1.37,33.64,34.35,1,5
Brinjal,B,154.4,9,"Nashik, Maharashtra",22.0,0.75,1.28,17.65,15.63,1,2
Maize,B,2073.2,10,"Bengaluru, Karnataka",23.0,0.1,0.96,19.06,18.44,1,6
Brinjal,A,73.5,11,"Guntur, Andhra Pradesh",22.0,0.75,1.3,22.37,26.84,0,25
Carrot,A,1117.2,1,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.39,42.27,49.83,0,25
Cabbage,B,529.7,1,"Ludhiana, Punjab",18.0,0.6,1.19,16.87,17.79,0,25
Groundnut,A,619.4,9,"Bengaluru, Karnataka",72.0,0.1,1.27,96.55,108.16,0,25
Cotton,A,1278.0,11,"Pune, Maharashtra",70.0,0.05,1.39,77.06,65.7,1,4
Groundnut,A,50.1,2,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.2,100.73,93.85,1,4
Cotton,C,269.8,7,"Indore, Madhya Pradesh",70.0,0.05,0.96,60.81,61.53,1,8
Cotton,A,2741.2,10,"Pune, Maharashtra",70.0,0.05,1.33,68.88,76.08,0,25
Potato,A,2070.5,3,"Bengaluru, Karnataka",20.0,0.2,1.25,20.92,19.46,1,4
Wheat,C,1997.2,10,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,1.23,27.41,24.48,1,4
Brinjal,A,1855.5,5,"Nashik, Maharashtra",22.0,0.75,1.18,28.79,24.6,1,3
Soybean,C,3637.0,1,"Indore, Madhya Pradesh",46.0,0.1,1.08,40.65,42.01,1,2
Potato,B,3615.1,6,"Bengaluru, Karnataka",20.0,0.2,1.16,25.25,26.64,0,25
Potato,C,2640.9,6,"Anand, Gujarat",20.0,0.2,1.18,15.11,13.69,1,6
Soybean,B,3668.8,2,"Guntur, Andhra Pradesh",46.0,0.1,1.22,48.69,48.72,1,5
Soybean,A,2806.2,3,"Pune, Maharashtra",46.0,0.1,1.19,53.08,62.74,0,25
Onion,A,678.8,12,"Nashik, Maharashtra",28.0,0.3,0.95,30.15,26.91,1,6
Carrot,B,3192.6,12,"Bengaluru, Karnataka",34.0,0.5,0.95,32.83,32.95,1,8
Maize,A,1039.4,10,"Nashik, Maharashtra",23.0,0.1,0.92,19.96,22.95,0,25
Carrot,B,1318.6,3,"Nashik, Maharashtra",34.0,0.5,1.25,29.26,31.59,0,25
Rice,A,1778.2,8,"Pune, Maharashtra",48.0,0.05,1.04,65.01,60.49,1,3
Cotton,C,2349.3,2,"Bengaluru, Karnataka",70.0,0.05,1.21,67.33,79.05,0,25
Maize,A,2294.8,7,"Ludhiana, Punjab",23.0,0.1,1.33,26.82,26.45,1,6
Maize,C,3338.0,4,"Indore, Madhya Pradesh",23.0,0.1,1.19,18.27,20.05,0,25
Cauliflower,A,1738.7,8,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.09,33.87,29.75,1,2
Sugarcane,C,515.8,2,"Pune, Maharashtra",4.5,0.4,1.02,3.31,3.11,1,7
Maize,B,1463.7,12,"Guntur, Andhra Pradesh",23.0,0.1,1.34,24.44,22.32,1,3
Cauliflower,C,3730.6,9,"Bengaluru, Karnataka",26.0,0.8,1.15,24.05,27.15,0,25
Onion,C,2630.3,5,"Indore, Madhya Pradesh",28.0,0.3,0.92,22.72,23.14,1,3
Maize,A,2211.0,4,"Anand, Gujarat",23.0,0.1,1.27,30.57,36.72,0,25
Rice,B,3622.1,10,"Koyambedu, Chennai, Tamil Nadu",48.0,0.05,1.25,42.34,48.95,0,25
Tomato,B,2412.7,7,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.21,31.22,38.36,0,25
Wheat,C,190.6,2,"Nashik, Maharashtra",30.0,0.05,1.15,28.15,31.25,0,25
Brinjal,B,134.7,4,"Pune, Maharashtra",22.0,0.75,0.93,24.38,25.93,0,25
Cotton,B,1954.6,9,"Nashik, Maharashtra",70.0,0.05,1.09,61.23,61.28,1,3
Groundnut,B,1779.9,2,"Anand, Gujarat",72.0,0.1,1.35,84.72,78.57,1,4
Tomato,A,2375.0,2,"Bengaluru, Karnataka",24.0,0.85,1.01,24.47,28.12,0,25
Maize,C,3499.4,1,"Nashik, Maharashtra",23.0,0.1,1.02,19.31,19.8,1,4
Green Chilli,B,562.4,5,"Bengaluru, Karnataka",55.0,0.7,1.1,65.86,73.3,0,25
Soybean,A,3756.6,5,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.0,54.09,65.4,0,25
Cotton,A,1245.7,12,"Indore, Madhya Pradesh",70.0,0.05,1.08,57.24,61.28,0,25
Cotton,C,3577.3,9,"Bengaluru, Karnataka",70.0,0.05,1.06,63.28,62.56,1,4
Cabbage,B,854.0,2,"Pune, Maharashtra",18.0,0.6,0.97,15.53,19.26,0,25
Rice,B,1520.9,2,"Bengaluru, Karnataka",48.0,0.05,1.31,63.23,71.41,0,25
Soybean,B,2020.7,1,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,0.92,54.99,52.86,1,4
Cotton,A,3425.6,5,"Nashik, Maharashtra",70.0,0.05,1.09,85.17,87.52,1,4
Brinjal,A,256.4,9,"Guntur, Andhra Pradesh",22.0,0.75,1.05,21.99,23.45,0,25
Green Chilli,A,3250.5,5,"Ludhiana, Punjab",55.0,0.7,1.2,63.7,75.27,0,25
Brinjal,B,2235.5,2,"Nashik, Maharashtra",22.0,0.75,1.38,21.51,26.31,0,25
Wheat,C,2311.8,7,"Indore, Madhya Pradesh",30.0,0.05,1.18,24.84,24.9,1,7
Maize,A,1158.8,1,"Anand, Gujarat",23.0,0.1,1.24,28.75,27.59,1,7
Sugarcane,C,2305.8,6,"Pune, Maharashtra",4.5,0.4,0.92,3.89,3.7,1,5
Sugarcane,C,1262.2,2,"Nashik, Maharashtra",4.5,0.4,1.23,3.42,4.05,0,25
Cotton,A,118.2,8,"Indore, Madhya Pradesh",70.0,0.05,0.9,84.93,93.86,0,25
Cauliflower,A,2339.3,1,"Guntur, Andhra Pradesh",26.0,0.8,0.94,24.39,29.48,0,25
Cauliflower,B,760.2,8,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.28,29.76,26.81,1,5
Potato,C,502.1,4,"Nashik, Maharashtra",20.0,0.2,0.92,19.62,22.05,0,25
Cotton,B,2236.0,1,"Ludhiana, Punjab",70.0,0.05,1.01,67.97,84.29,0,25
Tomato,C,2887.4,9,"Ludhiana, Punjab",24.0,0.85,1.2,17.83,17.65,1,2
Carrot,A,856.0,4,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.19,48.47,42.58,1,4
Wheat,A,2447.5,6,"Nashik, Maharashtra",30.0,0.05,1.08,32.12,39.83,0,25
Maize,C,3772.8,8,"Ludhiana, Punjab",23.0,0.1,1.05,19.95,19.28,1,3
Cabbage,A,885.3,10,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.06,23.77,27.01,0,25
Groundnut,C,1546.4,4,"Ludhiana, Punjab",72.0,0.1,1.19,62.01,71.62,0,25
Soybean,A,2283.3,4,"Koyambedu, Chennai, Tamil Nadu",46.0,0.1,1.4,60.69,66.89,0,25
Groundnut,B,3202.9,9,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.2,76.08,74.31,1,3
Cabbage,B,1010.1,6,"Bengaluru, Karnataka",18.0,0.6,1.28,19.7,19.6,1,5
Groundnut,A,2944.6,8,"Bengaluru, Karnataka",72.0,0.1,1.34,93.47,98.35,0,25
Maize,B,959.9,10,"Indore, Madhya Pradesh",23.0,0.1,1.29,20.8,19.59,1,6
Potato,C,2712.7,7,"Bengaluru, Karnataka",20.0,0.2,1.23,17.57,17.34,1,3
Brinjal,B,2002.1,10,"Anand, Gujarat",22.0,0.75,1.34,17.47,16.23,1,3
Carrot,A,1703.6,2,"Anand, Gujarat",34.0,0.5,1.28,33.8,30.1,1,6
Cotton,B,709.4,12,"Nashik, Maharashtra",70.0,0.05,0.94,52.59,55.53,0,25
Cauliflower,B,553.4,6,"Guntur, Andhra Pradesh",26.0,0.8,1.25,28.72,28.28,1,7
Green Chilli,C,228.7,12,"Koyambedu, Chennai, Tamil Nadu",55.0,0.7,1.27,62.15,61.65,1,5
Brinjal,C,3347.5,12,"Indore, Madhya Pradesh",22.0,0.75,1.04,16.88,15.59,1,6
Maize,C,3587.6,3,"Koyambedu, Chennai, Tamil Nadu",23.0,0.1,1.2,21.75,21.71,1,6
Brinjal,B,2059.2,3,"Indore, Madhya Pradesh",22.0,0.75,1.19,23.22,22.5,1,4
Cabbage,C,1325.1,5,"Guntur, Andhra Pradesh",18.0,0.6,1.06,15.52,14.3,1,2
Cotton,C,2100.6,7,"Bengaluru, Karnataka",70.0,0.05,1.19,67.36,64.93,1,3
Wheat,B,3547.1,4,"Indore, Madhya Pradesh",30.0,0.05,1.04,22.96,27.94,0,25
Cabbage,A,1150.6,11,"Bengaluru, Karnataka",18.0,0.6,0.95,20.58,18.88,1,5
Tomato,C,1979.0,1,"Bengaluru, Karnataka",24.0,0.85,1.31,18.86,18.82,1,4
Cabbage,B,548.4,9,"Indore, Madhya Pradesh",18.0,0.6,1.13,21.2,25.81,0,25
Onion,B,1089.1,8,"Guntur, Andhra Pradesh",28.0,0.3,1.33,28.28,35.27,0,25
Groundnut,C,3224.4,6,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,1.27,69.23,63.19,1,3
Carrot,C,2767.4,12,"Koyambedu, Chennai, Tamil Nadu",34.0,0.5,1.35,28.11,24.32,1,2
Groundnut,C,3373.7,4,"Ludhiana, Punjab",72.0,0.1,1.23,62.59,69.09,0,25
Tomato,A,1536.0,10,"Anand, Gujarat",24.0,0.85,1.37,29.96,33.54,0,25
Wheat,B,3264.8,8,"Anand, Gujarat",30.0,0.05,1.27,31.31,37.58,0,25
Cauliflower,C,1765.6,1,"Bengaluru, Karnataka",26.0,0.8,1.15,22.53,24.66,0,25
Groundnut,A,2767.5,7,"Nashik, Maharashtra",72.0,0.1,1.21,81.58,80.72,1,5
Potato,B,2688.5,5,"Bengaluru, Karnataka",20.0,0.2,1.15,21.77,23.99,0,25
Cabbage,B,431.3,5,"Indore, Madhya Pradesh",18.0,0.6,0.96,20.11,19.4,1,7
Green Chilli,A,746.0,2,"Guntur, Andhra Pradesh",55.0,0.7,1.38,61.12,68.1,0,25
Green Chilli,C,555.8,12,"Guntur, Andhra Pradesh",55.0,0.7,1.34,59.47,64.85,0,25
Soybean,A,1108.3,5,"Nashik, Maharashtra",46.0,0.1,1.01,48.14,57.31,0,25
Brinjal,A,2716.2,5,"Ludhiana, Punjab",22.0,0.75,1.11,25.93,24.74,1,2
Carrot,C,2563.3,6,"Bengaluru, Karnataka",34.0,0.5,0.92,28.32,29.14,1,4
Maize,A,485.7,11,"Bengaluru, Karnataka",23.0,0.1,1.38,32.59,34.74,0,25
Groundnut,A,3132.7,2,"Guntur, Andhra Pradesh",72.0,0.1,1.07,80.14,79.43,1,6
Onion,C,881.3,9,"Nashik, Maharashtra",28.0,0.3,1.17,30.46,30.71,1,6
Wheat,A,1682.9,6,"Ludhiana, Punjab",30.0,0.05,1.18,35.22,33.44,1,2
Cotton,A,1621.9,9,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.14,94.09,88.63,1,6
Rice,A,538.4,12,"Pune, Maharashtra",48.0,0.05,1.29,54.33,60.42,0,25
Potato,C,352.3,2,"Pune, Maharashtra",20.0,0.2,1.15,15.15,13.0,1,5
Cauliflower,C,2956.7,2,"Anand, Gujarat",26.0,0.8,1.3,19.04,17.66,1,5
Wheat,B,2986.8,9,"Guntur, Andhra Pradesh",30.0,0.05,1.05,28.95,35.83,0,25
Cabbage,B,1746.7,5,"Guntur, Andhra Pradesh",18.0,0.6,1.01,18.35,18.58,1,4
Wheat,C,118.0,7,"Bengaluru, Karnataka",30.0,0.05,1.15,29.61,31.64,0,25
Onion,B,3902.0,10,"Bengaluru, Karnataka",28.0,0.3,1.1,27.04,25.49,1,4
Cabbage,A,617.9,6,"Pune, Maharashtra",18.0,0.6,1.21,26.28,24.52,1,7
Cabbage,A,1642.6,3,"Koyambedu, Chennai, Tamil Nadu",18.0,0.6,1.32,25.95,27.49,0,25
Cotton,C,3081.3,1,"Bengaluru, Karnataka",70.0,0.05,1.03,51.63,47.0,1,3
Cabbage,C,1109.2,1,"Guntur, Andhra Pradesh",18.0,0.6,1.0,13.79,14.82,0,25
Carrot,C,3839.9,6,"Indore, Madhya Pradesh",34.0,0.5,1.02,24.67,26.44,0,25
Groundnut,C,1731.5,2,"Koyambedu, Chennai, Tamil Nadu",72.0,0.1,0.94,66.87,60.24,1,2
Cauliflower,C,829.6,3,"Koyambedu, Chennai, Tamil Nadu",26.0,0.8,1.33,31.63,33.15,1,6
Cauliflower,B,3503.1,12,"Anand, Gujarat",26.0,0.8,1.11,24.93,21.28,1,2
Wheat,C,1323.4,9,"Pune, Maharashtra",30.0,0.05,1.34,28.72,27.75,1,6
Sugarcane,C,2437.8,9,"Ludhiana, Punjab",4.5,0.4,1.14,3.79,3.54,1,3
Groundnut,C,2121.3,3,"Anand, Gujarat",72.0,0.1,1.31,71.15,64.76,1,2
Tomato,B,2791.5,4,"Bengaluru, Karnataka",24.0,0.85,1.17,27.53,27.05,1,2
Carrot,C,1434.3,2,"Anand, Gujarat",34.0,0.5,1.18,25.65,31.32,0,25
Wheat,B,2930.8,10,"Guntur, Andhra Pradesh",30.0,0.05,1.08,31.94,36.95,0,25
Maize,B,2390.9,2,"Bengaluru, Karnataka",23.0,0.1,0.95,25.21,27.11,0,25
Potato,C,2323.8,6,"Guntur, Andhra Pradesh",20.0,0.2,1.33,19.07,20.82,0,25
Sugarcane,C,714.0,4,"Indore, Madhya Pradesh",4.5,0.4,1.29,4.17,4.88,0,25
Potato,A,3504.7,8,"Anand, Gujarat",20.0,0.2,1.06,22.93,27.71,0,25
Tomato,A,2676.1,7,"Indore, Madhya Pradesh",24.0,0.85,1.06,24.8,26.64,0,25
Brinjal,B,1281.5,6,"Indore, Madhya Pradesh",22.0,0.75,1.16,22.53,23.93,0,25
Maize,C,3784.7,3,"Bengaluru, Karnataka",23.0,0.1,1.32,22.27,23.92,0,25
Carrot,C,524.9,11,"Pune, Maharashtra",34.0,0.5,1.35,28.48,31.64,0,25
Potato,A,3094.4,8,"Ludhiana, Punjab",20.0,0.2,1.07,20.27,24.33,0,25
Maize,A,757.1,6,"Guntur, Andhra Pradesh",23.0,0.1,1.27,30.17,25.77,1,3
Cauliflower,A,1276.0,10,"Nashik, Maharashtra",26.0,0.8,0.95,27.85,33.94,0,25
Cabbage,B,1136.1,11,"Nashik, Maharashtra",18.0,0.6,1.14,19.86,17.23,1,5
Wheat,B,3302.1,10,"Nashik, Maharashtra",30.0,0.05,1.33,36.14,39.86,0,25
Carrot,A,3506.0,12,"Indore, Madhya Pradesh",34.0,0.5,1.28,27.82,32.63,0,25
Tomato,B,3582.3,10,"Nashik, Maharashtra",24.0,0.85,0.98,22.46,20.27,1,4
Cotton,A,2568.0,8,"Nashik, Maharashtra",70.0,0.05,0.93,65.43,58.17,1,4
Cotton,A,3357.2,6,"Nashik, Maharashtra",70.0,0.05,1.32,79.82,96.76,0,25
Cabbage,C,106.0,9,"Ludhiana, Punjab",18.0,0.6,1.23,18.94,19.25,1,6
Tomato,A,632.7,9,"Bengaluru, Karnataka",24.0,0.85,1.03,32.59,35.63,0,25
Groundnut,C,2559.4,3,"Guntur, Andhra Pradesh",72.0,0.1,1.32,66.32,81.34,0,25
Wheat,B,1398.7,2,"Ludhiana, Punjab",30.0,0.05,1.18,30.45,31.52,1,3
Onion,A,1304.1,3,"Koyambedu, Chennai, Tamil Nadu",28.0,0.3,1.21,26.29,22.56,1,2
Tomato,A,371.0,8,"Ludhiana, Punjab",24.0,0.85,1.26,30.06,33.27,0,25
Maize,A,260.7,5,"Anand, Gujarat",23.0,0.1,1.25,32.94,30.34,1,2
Green Chilli,B,1127.6,4,"Bengaluru, Karnataka",55.0,0.7,1.0,68.46,70.23,1,3
Green Chilli,C,3100.9,6,"Ludhiana, Punjab",55.0,0.7,1.16,37.33,44.12,0,25
Soybean,A,1573.4,10,"Nashik, Maharashtra",46.0,0.1,1.17,45.9,45.38,1,7
Sugarcane,B,2813.6,6,"Bengaluru, Karnataka",4.5,0.4,1.15,5.4,6.38,0,25
Sugarcane,B,3105.0,9,"Koyambedu, Chennai, Tamil Nadu",4.5,0.4,1.03,4.73,4.24,1,5
Potato,B,2367.9,8,"Anand, Gujarat",20.0,0.2,1.09,20.53,20.55,1,6
Tomato,B,1467.6,11,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.35,25.3,24.91,1,7
Potato,B,1894.0,3,"Pune, Maharashtra",20.0,0.2,0.99,18.34,15.75,1,5
Carrot,C,1627.4,12,"Guntur, Andhra Pradesh",34.0,0.5,1.32,25.59,25.21,1,6
Wheat,A,476.0,9,"Bengaluru, Karnataka",30.0,0.05,1.11,42.86,41.05,1,5
Cabbage,A,707.2,9,"Anand, Gujarat",18.0,0.6,1.05,19.05,20.19,0,25
Cabbage,A,1365.9,11,"Anand, Gujarat",18.0,0.6,1.38,21.17,26.21,0,25
Wheat,A,1614.2,8,"Ludhiana, Punjab",30.0,0.05,1.13,34.53,31.73,1,3
Potato,A,406.2,7,"Bengaluru, Karnataka",20.0,0.2,1.02,25.58,28.75,0,25
Cotton,B,679.4,8,"Nashik, Maharashtra",70.0,0.05,0.95,65.5,61.24,1,4
Brinjal,B,1580.9,2,"Bengaluru, Karnataka",22.0,0.75,1.06,24.31,29.76,0,25
Brinjal,B,2935.0,11,"Pune, Maharashtra",22.0,0.75,1.11,18.33,19.16,1,7
Cabbage,A,753.7,10,"Bengaluru, Karnataka",18.0,0.6,1.02,24.41,24.29,1,5
Tomato,C,2600.0,2,"Guntur, Andhra Pradesh",24.0,0.85,0.97,16.83,17.24,1,4
Soybean,A,1175.6,3,"Guntur, Andhra Pradesh",46.0,0.1,1.09,57.22,67.43,0,25
Tomato,B,696.0,3,"Guntur, Andhra Pradesh",24.0,0.85,1.24,28.29,24.98,1,5
Onion,C,685.5,1,"Guntur, Andhra Pradesh",28.0,0.3,0.96,17.69,18.62,0,25
Soybean,B,2632.6,8,"Nashik, Maharashtra",46.0,0.1,1.24,46.61,47.54,1,7
Onion,C,1522.7,9,"Indore, Madhya Pradesh",28.0,0.3,1.14,24.53,24.14,1,5
Green Chilli,A,2150.3,7,"Anand, Gujarat",55.0,0.7,1.09,51.25,50.47,1,7
Cabbage,B,3260.7,9,"Bengaluru, Karnataka",18.0,0.6,1.26,19.74,20.37,1,2
Wheat,A,1868.0,8,"Koyambedu, Chennai, Tamil Nadu",30.0,0.05,0.93,35.33,36.05,1,6
Sugarcane,A,1208.3,3,"Pune, Maharashtra",4.5,0.4,1.11,4.53,4.66,1,4
Tomato,C,2941.0,6,"Koyambedu, Chennai, Tamil Nadu",24.0,0.85,1.17,20.91,22.25,0,25
Potato,C,1999.1,11,"Anand, Gujarat",20.0,0.2,1.35,19.18,18.95,1,5
Cabbage,A,352.3,1,"Indore, Madhya Pradesh",18.0,0.6,1.09,20.24,22.37,0,25
Maize,A,3922.1,9,"Guntur, Andhra Pradesh",23.0,0.1,0.94,23.4,28.57,0,25
Groundnut,B,138.4,7,"Guntur, Andhra Pradesh",72.0,0.1,1.38,81.96,98.61,0,25
Cotton,B,2305.0,4,"Koyambedu, Chennai, Tamil Nadu",70.0,0.05,1.4,91.63,100.45,0,25
Cauliflower,A,2314.7,6,"Nashik, Maharashtra",26.0,0.8,1.01,32.0,36.02,0,25
Potato,B,1624.7,10,"Nashik, Maharashtra",20.0,0.2,0.99,19.43,18.73,1,2
Rice,A,562.6,11,"Guntur, Andhra Pradesh",48.0,0.05,1.03,41.65,40.7,1,3
Tomato,C,301.7,4,"Ludhiana, Punjab",24.0,0.85,1.04,16.31,18.51,0,25
Cotton,B,2401.2,11,"Guntur, Andhra Pradesh",70.0,0.05,1.17,53.23,52.55,1,4
Cotton,B,3424.7,8,"Anand, Gujarat",70.0,0.05,1.15,72.53,77.09,0,25
Potato,C,1641.6,5,"Guntur, Andhra Pradesh",20.0,0.2,1.23,17.62,18.41,1,9
Onion,A,1202.7,5,"Ludhiana, Punjab",28.0,0.3,1.06,31.96,35.79,0,25
