distance_km,cargo_weight_kg,crop_name,perishability,vehicle_type,base_component,distance_component,weight_component,perishability_component,fair_freight
551.7,4482.0,Groundnut,0.1,Heavy Truck,300.0,12137.0,1978.0,99.0,14057.0
152.2,3586.0,Maize,0.1,Heavy Truck,300.0,3348.0,437.0,27.0,4141.0
186.5,3254.0,Brinjal,0.75,Mini Truck,300.0,3170.0,485.0,252.0,4315.0
62.7,5292.0,Cotton,0.05,Heavy Truck,300.0,1379.0,265.0,6.0,1987.0
557.9,6161.0,Wheat,0.05,Heavy Truck,300.0,12274.0,2750.0,50.0,15999.0
553.4,1006.0,Maize,0.1,Pickup,300.0,7748.0,445.0,100.0,8549.0
159.7,3919.0,Sugarcane,0.4,Heavy Truck,300.0,3513.0,501.0,115.0,4611.0
510.6,2637.0,Wheat,0.05,Mini Truck,300.0,8680.0,1077.0,46.0,10501.0
65.8,2672.0,Cauliflower,0.8,Mini Truck,300.0,1119.0,141.0,95.0,1699.0
375.6,6575.0,Potato,0.2,Heavy Truck,300.0,8263.0,1976.0,135.0,10682.0
601.7,1252.0,Cotton,0.05,Mini Truck,300.0,10229.0,603.0,54.0,10849.0
507.3,2226.0,Tomato,0.85,Mini Truck,300.0,8624.0,903.0,776.0,10845.0
425.9,5880.0,Brinjal,0.75,Heavy Truck,300.0,9370.0,2003.0,575.0,11781.0
634.8,2607.0,Sugarcane,0.4,Mini Truck,300.0,10792.0,1324.0,457.0,13380.0
31.3,6306.0,Rice,0.05,Heavy Truck,300.0,689.0,158.0,3.0,1176.0
294.3,6412.0,Cabbage,0.6,Heavy Truck,300.0,6475.0,1510.0,318.0,8652.0
145.2,2835.0,Soybean,0.1,Mini Truck,300.0,2468.0,329.0,26.0,3123.0
145.0,5740.0,Carrot,0.5,Heavy Truck,300.0,3190.0,666.0,130.0,4385.0
578.1,930.0,Maize,0.1,Pickup,300.0,8093.0,430.0,104.0,8679.0
480.3,3002.0,Maize,0.1,Mini Truck,300.0,8165.0,1153.0,86.0,10066.0
593.2,4532.0,Sugarcane,0.4,Heavy Truck,300.0,13050.0,2151.0,427.0,15408.0
20.3,3632.0,Cauliflower,0.8,Heavy Truck,300.0,447.0,59.0,29.0,850.0
285.8,1604.0,Sugarcane,0.4,Mini Truck,300.0,4859.0,367.0,206.0,5672.0
392.6,5803.0,Brinjal,0.75,Heavy Truck,300.0,8637.0,1823.0,530.0,11317.0
141.4,2961.0,Wheat,0.05,Mini Truck,300.0,2404.0,335.0,13.0,3116.0
118.3,3654.0,Cabbage,0.6,Heavy Truck,300.0,2603.0,346.0,128.0,3505.0
332.4,3423.0,Brinjal,0.75,Mini Truck,300.0,5651.0,910.0,449.0,7033.0
550.1,5612.0,Soybean,0.1,Heavy Truck,300.0,12102.0,2470.0,99.0,14807.0
24.0,4728.0,Wheat,0.05,Heavy Truck,300.0,528.0,91.0,2.0,931.0
99.0,914.0,Carrot,0.5,Pickup,300.0,1386.0,72.0,89.0,1783.0
424.7,3971.0,Sugarcane,0.4,Heavy Truck,300.0,9343.0,1349.0,306.0,11558.0
59.8,6064.0,Soybean,0.1,Heavy Truck,300.0,1316.0,290.0,11.0,1965.0
29.0,2796.0,Potato,0.2,Mini Truck,300.0,493.0,65.0,10.0,899.0
498.0,2875.0,Potato,0.2,Mini Truck,300.0,8466.0,1145.0,179.0,10212.0
625.8,6285.0,Tomato,0.85,Heavy Truck,300.0,13768.0,3147.0,957.0,18221.0
613.8,4103.0,Potato,0.2,Heavy Truck,300.0,13504.0,2015.0,221.0,16505.0
335.7,4348.0,Soybean,0.1,Heavy Truck,300.0,7385.0,1168.0,60.0,9355.0
532.5,6520.0,Carrot,0.5,Heavy Truck,300.0,11715.0,2778.0,479.0,14826.0
108.5,4947.0,Maize,0.1,Heavy Truck,300.0,2387.0,429.0,20.0,3228.0
504.5,1710.0,Onion,0.3,Mini Truck,300.0,8576.0,690.0,272.0,9851.0
595.2,142.0,Brinjal,0.75,Pickup,300.0,8333.0,68.0,804.0,9827.0
207.1,1911.0,Brinjal,0.75,Mini Truck,300.0,3521.0,317.0,280.0,4474.0
111.0,1523.0,Groundnut,0.1,Mini Truck,300.0,1887.0,135.0,20.0,2373.0
449.7,4688.0,Maize,0.1,Heavy Truck,300.0,9893.0,1687.0,81.0,11576.0
503.5,6708.0,Wheat,0.05,Heavy Truck,300.0,11077.0,2702.0,45.0,14433.0
419.4,4877.0,Onion,0.3,Heavy Truck,300.0,9227.0,1636.0,226.0,11223.0
506.1,4312.0,Brinjal,0.75,Heavy Truck,300.0,11134.0,1746.0,683.0,13870.0
646.1,4232.0,Onion,0.3,Heavy Truck,300.0,14214.0,2187.0,349.0,17315.0
534.5,3130.0,Tomato,0.85,Mini Truck,300.0,9086.0,1338.0,818.0,11463.0
647.6,3760.0,Wheat,0.05,Heavy Truck,300.0,14247.0,1948.0,58.0,16237.0
594.0,5223.0,Wheat,0.05,Heavy Truck,300.0,13068.0,2482.0,53.0,16210.0
167.0,475.0,Potato,0.2,Pickup,300.0,2338.0,63.0,60.0,2846.0
454.0,5772.0,Onion,0.3,Heavy Truck,300.0,9988.0,2096.0,245.0,12654.0
354.8,2959.0,Cauliflower,0.8,Mini Truck,300.0,6032.0,840.0,511.0,7970.0
13.6,4475.0,Soybean,0.1,Heavy Truck,300.0,299.0,49.0,2.0,640.0
151.9,886.0,Maize,0.1,Pickup,300.0,2127.0,108.0,27.0,2608.0
381.1,5314.0,Maize,0.1,Heavy Truck,300.0,8384.0,1620.0,69.0,10818.0
75.9,4588.0,Wheat,0.05,Heavy Truck,300.0,1670.0,279.0,7.0,2344.0
381.8,5087.0,Potato,0.2,Heavy Truck,300.0,8400.0,1554.0,137.0,10818.0
428.6,743.0,Tomato,0.85,Pickup,300.0,6000.0,255.0,656.0,7052.0
297.2,420.0,Carrot,0.5,Pickup,300.0,4161.0,100.0,267.0,4659.0
393.4,1177.0,Soybean,0.1,Pickup,300.0,5508.0,370.0,71.0,6167.0
295.6,431.0,Tomato,0.85,Pickup,300.0,4138.0,102.0,452.0,5023.0
355.2,3671.0,Maize,0.1,Heavy Truck,300.0,7814.0,1043.0,64.0,9571.0
559.8,3234.0,Brinjal,0.75,Mini Truck,300.0,9517.0,1448.0,756.0,11702.0
116.0,6626.0,Cauliflower,0.8,Heavy Truck,300.0,2552.0,615.0,167.0,3545.0
566.9,2142.0,Wheat,0.05,Mini Truck,300.0,9637.0,971.0,51.0,11352.0
218.8,6631.0,Soybean,0.1,Heavy Truck,300.0,4814.0,1161.0,39.0,6544.0
302.9,3663.0,Soybean,0.1,Heavy Truck,300.0,6664.0,888.0,55.0,8002.0
226.9,3998.0,Soybean,0.1,Heavy Truck,300.0,4992.0,726.0,41.0,6169.0
414.1,713.0,Brinjal,0.75,Pickup,300.0,5797.0,236.0,559.0,6952.0
280.7,4187.0,Onion,0.3,Heavy Truck,300.0,6175.0,940.0,152.0,7754.0
576.1,2756.0,Onion,0.3,Mini Truck,300.0,9794.0,1270.0,311.0,11388.0
312.2,2804.0,Tomato,0.85,Mini Truck,300.0,5307.0,700.0,478.0,6854.0
349.4,5901.0,Rice,0.05,Heavy Truck,300.0,7687.0,1649.0,31.0,9825.0
302.0,4486.0,Sugarcane,0.4,Heavy Truck,300.0,6644.0,1084.0,217.0,8045.0
600.6,1443.0,Maize,0.1,Mini Truck,300.0,10210.0,693.0,108.0,11757.0
189.6,1607.0,Sugarcane,0.4,Mini Truck,300.0,3223.0,244.0,137.0,3956.0
413.3,1369.0,Wheat,0.05,Mini Truck,300.0,7026.0,453.0,37.0,7738.0
344.0,5767.0,Carrot,0.5,Heavy Truck,300.0,7568.0,1587.0,310.0,10165.0
62.0,176.0,Groundnut,0.1,Pickup,300.0,868.0,9.0,11.0,1172.0
433.6,4638.0,Wheat,0.05,Heavy Truck,300.0,9539.0,1609.0,39.0,11195.0
571.2,1583.0,Cabbage,0.6,Mini Truck,300.0,9710.0,723.0,617.0,10916.0
67.6,6490.0,Rice,0.05,Heavy Truck,300.0,1487.0,351.0,6.0,2147.0
169.1,1360.0,Maize,0.1,Mini Truck,300.0,2875.0,184.0,30.0,3335.0
298.9,5778.0,Maize,0.1,Heavy Truck,300.0,6576.0,1382.0,54.0,8506.0
170.0,2699.0,Sugarcane,0.4,Mini Truck,300.0,2890.0,367.0,122.0,3681.0
94.4,5304.0,Rice,0.05,Heavy Truck,300.0,2077.0,401.0,8.0,2769.0
95.1,5378.0,Groundnut,0.1,Heavy Truck,300.0,2092.0,409.0,17.0,2784.0
235.2,1634.0,Sugarcane,0.4,Mini Truck,300.0,3998.0,307.0,169.0,4767.0
330.8,646.0,Cauliflower,0.8,Pickup,300.0,4631.0,171.0,476.0,5765.0
515.5,5474.0,Wheat,0.05,Heavy Truck,300.0,11341.0,2257.0,46.0,14240.0
631.4,6129.0,Cotton,0.05,Heavy Truck,300.0,13891.0,3096.0,57.0,17745.0
547.9,6302.0,Cauliflower,0.8,Heavy Truck,300.0,12054.0,2762.0,789.0,15479.0
235.5,5046.0,Carrot,0.5,Heavy Truck,300.0,5181.0,951.0,212.0,6975.0
169.2,2649.0,Groundnut,0.1,Mini Truck,300.0,2876.0,359.0,30.0,3551.0
107.5,1463.0,Potato,0.2,Mini Truck,300.0,1828.0,126.0,39.0,2248.0
34.6,2882.0,Carrot,0.5,Mini Truck,300.0,588.0,80.0,31.0,1013.0
410.0,3750.0,Wheat,0.05,Heavy Truck,300.0,9020.0,1230.0,37.0,10721.0
92.8,4112.0,Cabbage,0.6,Heavy Truck,300.0,2042.0,305.0,100.0,2839.0
629.4,6002.0,Soybean,0.1,Heavy Truck,300.0,13847.0,3022.0,113.0,17999.0
96.3,448.0,Wheat,0.05,Pickup,300.0,1348.0,35.0,9.0,1652.0
345.6,1373.0,Brinjal,0.75,Mini Truck,300.0,5875.0,380.0,467.0,7097.0
92.4,2748.0,Brinjal,0.75,Mini Truck,300.0,1571.0,203.0,125.0,2125.0
300.4,6527.0,Cabbage,0.6,Heavy Truck,300.0,6609.0,1569.0,324.0,8773.0
131.1,2479.0,Cabbage,0.6,Mini Truck,300.0,2229.0,260.0,142.0,3073.0
591.6,6641.0,Soybean,0.1,Heavy Truck,300.0,13015.0,3143.0,106.0,17126.0
386.3,5187.0,Sugarcane,0.4,Heavy Truck,300.0,8499.0,1603.0,278.0,11167.0
360.8,1586.0,Sugarcane,0.4,Mini Truck,300.0,6134.0,458.0,260.0,7221.0
315.6,6811.0,Cauliflower,0.8,Heavy Truck,300.0,6943.0,1720.0,454.0,9477.0
464.5,3211.0,Potato,0.2,Mini Truck,300.0,7896.0,1193.0,167.0,9495.0
509.8,185.0,Onion,0.3,Pickup,300.0,7137.0,75.0,275.0,7650.0
346.1,437.0,Cotton,0.05,Pickup,300.0,4845.0,121.0,31.0,5471.0
582.9,5710.0,Onion,0.3,Heavy Truck,300.0,12824.0,2663.0,315.0,15932.0
396.0,5248.0,Sugarcane,0.4,Heavy Truck,300.0,8712.0,1663.0,285.0,11113.0
109.0,970.0,Tomato,0.85,Pickup,300.0,1526.0,85.0,167.0,2000.0
584.0,2098.0,Tomato,0.85,Mini Truck,300.0,9928.0,980.0,894.0,12328.0
431.3,3318.0,Brinjal,0.75,Mini Truck,300.0,7332.0,1145.0,582.0,9108.0
404.8,5254.0,Onion,0.3,Heavy Truck,300.0,8906.0,1701.0,219.0,11638.0
205.2,4599.0,Rice,0.05,Heavy Truck,300.0,4514.0,755.0,18.0,5793.0
567.3,5145.0,Cabbage,0.6,Heavy Truck,300.0,12481.0,2335.0,613.0,15199.0
202.3,215.0,Cauliflower,0.8,Pickup,300.0,2832.0,35.0,291.0,3573.0
327.3,1151.0,Soybean,0.1,Pickup,300.0,4582.0,301.0,59.0,5431.0
310.8,329.0,Cabbage,0.6,Pickup,300.0,4351.0,82.0,336.0,5112.0
422.4,5846.0,Brinjal,0.75,Heavy Truck,300.0,9293.0,1975.0,570.0,11978.0
485.1,4703.0,Groundnut,0.1,Heavy Truck,300.0,10672.0,1825.0,87.0,12526.0
591.5,2374.0,Groundnut,0.1,Mini Truck,300.0,10056.0,1123.0,106.0,11799.0
45.6,1360.0,Green Chilli,0.7,Mini Truck,300.0,775.0,50.0,57.0,1223.0
29.8,6534.0,Brinjal,0.75,Heavy Truck,300.0,656.0,156.0,40.0,1150.0
613.1,806.0,Wheat,0.05,Pickup,300.0,8583.0,395.0,55.0,9430.0
407.1,963.0,Cabbage,0.6,Pickup,300.0,5699.0,314.0,440.0,7054.0
539.5,3862.0,Cotton,0.05,Heavy Truck,300.0,11869.0,1667.0,49.0,13371.0
642.2,2653.0,Cauliflower,0.8,Mini Truck,300.0,10917.0,1363.0,925.0,13125.0
12.8,3370.0,Green Chilli,0.7,Mini Truck,300.0,218.0,35.0,16.0,558.0
608.6,3195.0,Brinjal,0.75,Mini Truck,300.0,10346.0,1556.0,822.0,12982.0
609.3,3071.0,Green Chilli,0.7,Mini Truck,300.0,10358.0,1497.0,768.0,13543.0
107.9,5375.0,Maize,0.1,Heavy Truck,300.0,2374.0,464.0,19.0,3239.0
626.7,2104.0,Cotton,0.05,Mini Truck,300.0,10654.0,1055.0,56.0,11590.0
168.7,6582.0,Carrot,0.5,Heavy Truck,300.0,3711.0,888.0,152.0,4967.0
464.9,2294.0,Onion,0.3,Mini Truck,300.0,7903.0,853.0,251.0,9485.0
318.6,4369.0,Cotton,0.05,Heavy Truck,300.0,7009.0,1114.0,29.0,8421.0
18.1,3524.0,Carrot,0.5,Heavy Truck,300.0,398.0,51.0,16.0,748.0
118.5,3525.0,Green Chilli,0.7,Heavy Truck,300.0,2607.0,334.0,149.0,3274.0
278.2,5327.0,Sugarcane,0.4,Heavy Truck,300.0,6120.0,1186.0,200.0,7960.0
628.2,1112.0,Green Chilli,0.7,Pickup,300.0,8795.0,559.0,792.0,10811.0
486.3,4128.0,Groundnut,0.1,Heavy Truck,300.0,10699.0,1606.0,88.0,12265.0
136.9,3442.0,Rice,0.05,Mini Truck,300.0,2327.0,377.0,12.0,3021.0
131.5,5149.0,Sugarcane,0.4,Heavy Truck,300.0,2893.0,542.0,95.0,3777.0
647.6,1998.0,Carrot,0.5,Mini Truck,300.0,11009.0,1035.0,583.0,12744.0
399.7,5480.0,Carrot,0.5,Heavy Truck,300.0,8793.0,1752.0,360.0,11192.0
294.1,6716.0,Brinjal,0.75,Heavy Truck,300.0,6470.0,1580.0,397.0,9079.0
505.7,2275.0,Onion,0.3,Mini Truck,300.0,8597.0,920.0,273.0,10525.0
576.3,4874.0,Carrot,0.5,Heavy Truck,300.0,12679.0,2247.0,519.0,15701.0
58.8,5324.0,Onion,0.3,Heavy Truck,300.0,1294.0,250.0,32.0,1934.0
413.1,6844.0,Groundnut,0.1,Heavy Truck,300.0,9088.0,2262.0,74.0,11844.0
510.0,2565.0,Carrot,0.5,Mini Truck,300.0,8670.0,1047.0,459.0,10712.0
625.0,1249.0,Cauliflower,0.8,Mini Truck,300.0,10625.0,624.0,900.0,12616.0
60.2,2527.0,Rice,0.05,Mini Truck,300.0,1023.0,122.0,5.0,1519.0
33.7,5716.0,Cauliflower,0.8,Heavy Truck,300.0,741.0,154.0,49.0,1283.0
335.7,2476.0,Cauliflower,0.8,Mini Truck,300.0,5707.0,665.0,483.0,7347.0
476.5,5674.0,Green Chilli,0.7,Heavy Truck,300.0,10483.0,2163.0,600.0,14096.0
299.2,1972.0,Sugarcane,0.4,Mini Truck,300.0,5086.0,472.0,215.0,6169.0
438.2,1817.0,Soybean,0.1,Mini Truck,300.0,7449.0,637.0,79.0,8216.0
265.0,4562.0,Cotton,0.05,Heavy Truck,300.0,5830.0,967.0,24.0,7139.0
42.4,178.0,Rice,0.05,Pickup,300.0,594.0,6.0,4.0,940.0
522.7,5046.0,Green Chilli,0.7,Heavy Truck,300.0,11499.0,2110.0,659.0,15156.0
85.0,2006.0,Tomato,0.85,Mini Truck,300.0,1445.0,136.0,130.0,2111.0
169.1,6470.0,Groundnut,0.1,Heavy Truck,300.0,3720.0,875.0,30.0,4971.0
124.1,5649.0,Tomato,0.85,Heavy Truck,300.0,2730.0,561.0,190.0,3861.0
386.7,2816.0,Potato,0.2,Mini Truck,300.0,6574.0,871.0,139.0,8113.0
482.6,375.0,Cauliflower,0.8,Pickup,300.0,6756.0,145.0,695.0,7844.0
535.3,3927.0,Soybean,0.1,Heavy Truck,300.0,11777.0,1682.0,96.0,14483.0
412.1,4884.0,Tomato,0.85,Heavy Truck,300.0,9066.0,1610.0,631.0,11832.0
351.9,186.0,Brinjal,0.75,Pickup,300.0,4927.0,52.0,475.0,5690.0
399.2,2432.0,Maize,0.1,Mini Truck,300.0,6786.0,777.0,72.0,7890.0
452.9,4994.0,Rice,0.05,Heavy Truck,300.0,9964.0,1809.0,41.0,12575.0
472.3,2464.0,Brinjal,0.75,Mini Truck,300.0,8029.0,931.0,638.0,9620.0
45.5,1410.0,Carrot,0.5,Mini Truck,300.0,774.0,51.0,41.0,1151.0
554.0,3572.0,Cauliflower,0.8,Heavy Truck,300.0,12188.0,1583.0,798.0,15478.0
497.7,5899.0,Carrot,0.5,Heavy Truck,300.0,10949.0,2349.0,448.0,13538.0
470.7,4275.0,Carrot,0.5,Heavy Truck,300.0,10355.0,1610.0,424.0,13315.0
37.2,1260.0,Soybean,0.1,Mini Truck,300.0,632.0,37.0,7.0,1000.0
393.7,4344.0,Cauliflower,0.8,Heavy Truck,300.0,8661.0,1368.0,567.0,11284.0
536.3,4441.0,Wheat,0.05,Heavy Truck,300.0,11799.0,1905.0,48.0,14585.0
60.5,1478.0,Cotton,0.05,Mini Truck,300.0,1028.0,72.0,5.0,1464.0
528.9,2712.0,Onion,0.3,Mini Truck,300.0,8991.0,1148.0,286.0,10619.0
186.4,2436.0,Tomato,0.85,Mini Truck,300.0,3169.0,363.0,285.0,4080.0
522.2,1763.0,Soybean,0.1,Mini Truck,300.0,8877.0,737.0,94.0,9715.0
390.2,2883.0,Wheat,0.05,Mini Truck,300.0,6633.0,900.0,35.0,8258.0
521.2,4738.0,Potato,0.2,Heavy Truck,300.0,11466.0,1976.0,188.0,13556.0
210.7,4244.0,Carrot,0.5,Heavy Truck,300.0,4635.0,715.0,190.0,5963.0
314.7,6669.0,Green Chilli,0.7,Heavy Truck,300.0,6923.0,1679.0,397.0,9522.0
199.6,5112.0,Sugarcane,0.4,Heavy Truck,300.0,4391.0,816.0,144.0,5454.0
350.4,6253.0,Sugarcane,0.4,Heavy Truck,300.0,7709.0,1753.0,252.0,9737.0
420.0,1457.0,Carrot,0.5,Mini Truck,300.0,7140.0,490.0,378.0,8537.0
195.1,5247.0,Cotton,0.05,Heavy Truck,300.0,4292.0,819.0,18.0,5513.0
226.9,1783.0,Wheat,0.05,Mini Truck,300.0,3857.0,324.0,20.0,4492.0
517.3,5647.0,Brinjal,0.75,Heavy Truck,300.0,11381.0,2337.0,698.0,14302.0
270.8,1813.0,Groundnut,0.1,Mini Truck,300.0,4604.0,393.0,49.0,5496.0
250.6,119.0,Rice,0.05,Pickup,300.0,3508.0,24.0,23.0,4039.0
98.2,2752.0,Groundnut,0.1,Mini Truck,300.0,1669.0,216.0,18.0,2221.0
20.5,2680.0,Cotton,0.05,Mini Truck,300.0,348.0,44.0,2.0,701.0
297.0,1591.0,Brinjal,0.75,Mini Truck,300.0,5049.0,378.0,401.0,6168.0
41.0,6504.0,Tomato,0.85,Heavy Truck,300.0,902.0,213.0,63.0,1471.0
36.6,2831.0,Brinjal,0.75,Mini Truck,300.0,622.0,83.0,49.0,1091.0
247.4,992.0,Cauliflower,0.8,Pickup,300.0,3464.0,196.0,356.0,4488.0
66.1,4470.0,Wheat,0.05,Heavy Truck,300.0,1454.0,236.0,6.0,2067.0
409.3,4156.0,Tomato,0.85,Heavy Truck,300.0,9005.0,1361.0,626.0,11714.0
385.5,4187.0,Potato,0.2,Heavy Truck,300.0,8481.0,1291.0,139.0,9857.0
484.1,4510.0,Potato,0.2,Heavy Truck,300.0,10650.0,1747.0,174.0,12779.0
24.9,1910.0,Potato,0.2,Mini Truck,300.0,423.0,38.0,9.0,787.0
501.1,3274.0,Green Chilli,0.7,Mini Truck,300.0,8519.0,1312.0,631.0,10883.0
455.5,2630.0,Cotton,0.05,Mini Truck,300.0,7744.0,958.0,41.0,8772.0
425.5,1388.0,Brinjal,0.75,Mini Truck,300.0,7234.0,472.0,574.0,8269.0
408.9,3781.0,Tomato,0.85,Heavy Truck,300.0,8996.0,1237.0,626.0,10846.0
628.9,2507.0,Cotton,0.05,Mini Truck,300.0,10691.0,1261.0,57.0,12867.0
608.0,4665.0,Wheat,0.05,Heavy Truck,300.0,13376.0,2269.0,55.0,16528.0
638.1,4175.0,Potato,0.2,Heavy Truck,300.0,14038.0,2131.0,230.0,16097.0
192.9,3942.0,Cabbage,0.6,Heavy Truck,300.0,4244.0,608.0,208.0,5282.0
192.6,2373.0,Cauliflower,0.8,Mini Truck,300.0,3274.0,366.0,277.0,4083.0
366.8,4451.0,Onion,0.3,Heavy Truck,300.0,8070.0,1306.0,198.0,10117.0
391.0,2500.0,Green Chilli,0.7,Mini Truck,300.0,6647.0,782.0,493.0,8285.0
191.4,5889.0,Wheat,0.05,Heavy Truck,300.0,4211.0,902.0,17.0,5585.0
264.8,2902.0,Cotton,0.05,Mini Truck,300.0,4502.0,615.0,24.0,5305.0
518.3,2660.0,Onion,0.3,Mini Truck,300.0,8811.0,1103.0,280.0,10540.0
326.8,2273.0,Brinjal,0.75,Mini Truck,300.0,5556.0,594.0,441.0,6851.0
160.2,5700.0,Onion,0.3,Heavy Truck,300.0,3524.0,731.0,87.0,4794.0
547.8,2236.0,Brinjal,0.75,Mini Truck,300.0,9313.0,980.0,740.0,10910.0
16.7,3197.0,Soybean,0.1,Mini Truck,300.0,284.0,43.0,3.0,613.0
279.8,6458.0,Tomato,0.85,Heavy Truck,300.0,6156.0,1446.0,428.0,8094.0
236.1,6961.0,Green Chilli,0.7,Heavy Truck,300.0,5194.0,1315.0,297.0,7145.0
27.4,2684.0,Rice,0.05,Mini Truck,300.0,466.0,59.0,2.0,845.0
53.4,1690.0,Groundnut,0.1,Mini Truck,300.0,908.0,72.0,10.0,1312.0
67.7,3530.0,Onion,0.3,Heavy Truck,300.0,1489.0,191.0,37.0,1994.0
44.5,3733.0,Cabbage,0.6,Heavy Truck,300.0,979.0,133.0,48.0,1410.0
92.5,1864.0,Onion,0.3,Mini Truck,300.0,1572.0,138.0,50.0,2017.0
388.1,2222.0,Cabbage,0.6,Mini Truck,300.0,6598.0,690.0,419.0,7878.0
464.2,6784.0,Groundnut,0.1,Heavy Truck,300.0,10212.0,2519.0,84.0,13470.0
146.8,4792.0,Green Chilli,0.7,Heavy Truck,300.0,3230.0,563.0,185.0,4374.0
642.0,3326.0,Tomato,0.85,Mini Truck,300.0,10914.0,1708.0,982.0,13748.0
304.6,4051.0,Groundnut,0.1,Heavy Truck,300.0,6701.0,987.0,55.0,7779.0
421.5,3721.0,Cabbage,0.6,Heavy Truck,300.0,9273.0,1255.0,455.0,11371.0
288.2,5231.0,Wheat,0.05,Heavy Truck,300.0,6340.0,1206.0,26.0,8158.0
269.0,1582.0,Green Chilli,0.7,Mini Truck,300.0,4573.0,340.0,339.0,5524.0
88.8,1722.0,Maize,0.1,Mini Truck,300.0,1510.0,122.0,16.0,1926.0
398.7,1921.0,Soybean,0.1,Mini Truck,300.0,6778.0,613.0,72.0,7843.0
263.4,6688.0,Green Chilli,0.7,Heavy Truck,300.0,5795.0,1409.0,332.0,8007.0
41.5,1382.0,Rice,0.05,Mini Truck,300.0,706.0,46.0,4.0,1107.0
454.2,5948.0,Sugarcane,0.4,Heavy Truck,300.0,9992.0,2161.0,327.0,13110.0
356.9,1786.0,Tomato,0.85,Mini Truck,300.0,6067.0,510.0,546.0,7665.0
74.2,1381.0,Tomato,0.85,Mini Truck,300.0,1261.0,82.0,114.0,1782.0
286.8,1769.0,Rice,0.05,Mini Truck,300.0,4876.0,406.0,26.0,5812.0
101.9,4975.0,Groundnut,0.1,Heavy Truck,300.0,2242.0,406.0,18.0,2975.0
513.1,1020.0,Cabbage,0.6,Pickup,300.0,7183.0,419.0,554.0,8878.0
269.1,1888.0,Potato,0.2,Mini Truck,300.0,4575.0,406.0,97.0,5583.0
599.8,2323.0,Sugarcane,0.4,Mini Truck,300.0,10197.0,1115.0,432.0,11739.0
262.7,5647.0,Carrot,0.5,Heavy Truck,300.0,5779.0,1187.0,236.0,7456.0
560.1,4604.0,Wheat,0.05,Heavy Truck,300.0,12322.0,2063.0,50.0,14365.0
313.0,1734.0,Maize,0.1,Mini Truck,300.0,5321.0,434.0,56.0,6257.0
153.3,3791.0,Green Chilli,0.7,Heavy Truck,300.0,3373.0,465.0,193.0,4411.0
39.9,1744.0,Potato,0.2,Mini Truck,300.0,678.0,56.0,14.0,1008.0
70.1,4852.0,Tomato,0.85,Heavy Truck,300.0,1542.0,272.0,107.0,2146.0
404.8,1673.0,Sugarcane,0.4,Mini Truck,300.0,6882.0,542.0,291.0,7821.0
188.5,1054.0,Wheat,0.05,Pickup,300.0,2639.0,159.0,17.0,3129.0
55.2,4178.0,Potato,0.2,Heavy Truck,300.0,1214.0,185.0,20.0,1788.0
15.8,4741.0,Green Chilli,0.7,Heavy Truck,300.0,348.0,60.0,20.0,752.0
561.7,2365.0,Wheat,0.05,Mini Truck,300.0,9549.0,1063.0,51.0,11204.0
91.2,2784.0,Maize,0.1,Mini Truck,300.0,1550.0,203.0,16.0,2160.0
217.1,4022.0,Cabbage,0.6,Heavy Truck,300.0,4776.0,699.0,234.0,6105.0
139.1,6720.0,Onion,0.3,Heavy Truck,300.0,3060.0,748.0,75.0,4027.0
468.6,2814.0,Wheat,0.05,Mini Truck,300.0,7966.0,1055.0,42.0,9819.0
146.6,1168.0,Sugarcane,0.4,Pickup,300.0,2052.0,137.0,106.0,2668.0
645.5,5100.0,Potato,0.2,Heavy Truck,300.0,14201.0,2634.0,232.0,18100.0
325.4,3325.0,Rice,0.05,Mini Truck,300.0,5532.0,866.0,29.0,6581.0
58.3,6218.0,Cauliflower,0.8,Heavy Truck,300.0,1283.0,290.0,84.0,2002.0
31.6,2849.0,Maize,0.1,Mini Truck,300.0,537.0,72.0,6.0,903.0
316.0,6486.0,Carrot,0.5,Heavy Truck,300.0,6952.0,1640.0,284.0,8812.0
367.4,461.0,Brinjal,0.75,Pickup,300.0,5144.0,135.0,496.0,6268.0
224.4,2261.0,Cabbage,0.6,Mini Truck,300.0,3815.0,406.0,242.0,4788.0
204.7,4448.0,Onion,0.3,Heavy Truck,300.0,4503.0,728.0,111.0,5786.0
34.1,3363.0,Groundnut,0.1,Mini Truck,300.0,580.0,92.0,6.0,965.0
44.3,6295.0,Wheat,0.05,Heavy Truck,300.0,975.0,223.0,4.0,1444.0
424.7,3097.0,Sugarcane,0.4,Mini Truck,300.0,7220.0,1052.0,306.0,9129.0
334.1,3053.0,Brinjal,0.75,Mini Truck,300.0,5680.0,816.0,451.0,7047.0
374.3,117.0,Maize,0.1,Pickup,300.0,5240.0,35.0,67.0,5635.0
112.3,5915.0,Rice,0.05,Heavy Truck,300.0,2471.0,531.0,10.0,3390.0
132.2,3608.0,Green Chilli,0.7,Heavy Truck,300.0,2908.0,382.0,167.0,3821.0
518.1,6612.0,Maize,0.1,Heavy Truck,300.0,11398.0,2741.0,93.0,15200.0
177.9,2940.0,Onion,0.3,Mini Truck,300.0,3024.0,418.0,96.0,3783.0
296.6,2274.0,Carrot,0.5,Mini Truck,300.0,5042.0,540.0,267.0,6260.0
143.7,3707.0,Rice,0.05,Heavy Truck,300.0,3161.0,426.0,13.0,4089.0
